ESTADO,SCORE_ADVANCE,EXPERIENCIA_SF,BGI60_12,NUMCUENTASINBB,ANTIGUEDADMAXIMAPASIVOS,MAXIMAANTIGUEDADCTASABIERTAS,NUMSUSCRIPTORSECTORFINAN,MAXIATRASOU12MSECREAL,MAXANTIGCARTERASCERRADASU12M,MINIMAANTIGUEDADCTASCERRADAS,ANTIGUEDADMAXIMACREDITO,CONTMORA30SECREALU12M,VLR_COUTA_DATACREDITO,PORCENTAJEDECUENTASALDIA,VTAR_PROMEDIOLIMITES,VREAL_SUMASALDOACTUAL,VPRO_ENDSISTEMASINBB
b'APROBADO',716.0,b'Cliente Con Experiencia',0.0,2.0,76.0,86.0,3.0,6.0,75.0,1.0,86.0,0.0,389000.0,100.0,2990000.0,0.0,4363400.0
b'APROBADO',665.0,b'Cliente Con Experiencia',0.0,2.0,74.0,40.0,3.0,0.0,-999.0,25.0,58.0,0.0,263000.0,100.0,1050000.0,0.0,2961000.0
b'APROBADO',666.0,b'Cliente Con Experiencia',0.0,3.0,125.0,39.0,3.0,0.0,33.0,2.0,92.0,0.0,900000.0,100.0,2500000.0,121000.0,500000.0
b'APROBADO',721.0,b'Cliente Con Experiencia',0.0,3.0,111.0,23.0,2.0,0.0,-999.0,23.0,73.0,0.0,932000.0,100.0,0.0,0.0,25051000.0
b'APROBADO',671.0,b'Cliente Con Experiencia',0.0,4.0,154.0,80.0,6.0,0.0,-999.0,37.0,87.0,0.0,2195000.0,100.0,1046000.0,0.0,59734400.0
b'APROBADO',812.0,b'Cliente Sin Experiencia',0.0,0.0,123.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,53000.0,100.0,0.0,0.0,-999.0
b'APROBADO',793.0,b'Cliente Con Experiencia',0.0,3.0,117.0,-999.0,-999.0,0.0,12.0,1.0,129.0,0.0,0.0,100.0,0.0,0.0,0.0
b'APROBADO',769.0,b'Cliente Sin Experiencia',0.0,2.0,50.0,9.0,1.0,0.0,-999.0,-999.0,9.0,0.0,787000.0,100.0,0.0,0.0,2866000.0
b'APROBADO',707.0,b'Cliente Con Experiencia',1.0,19.0,109.0,22.0,3.0,0.0,-999.0,-999.0,22.0,0.0,1384000.0,100.0,1000000.0,63000.0,36444400.0
b'APROBADO',771.0,b'Cliente Con Experiencia',0.0,2.0,122.0,18.0,1.0,0.0,18.0,10.0,28.0,0.0,364000.0,100.0,0.0,939000.0,2835000.0
b'APROBADO',745.0,b'Cliente Sin Experiencia',0.0,7.0,44.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,148000.0,100.0,0.0,0.0,-999.0
b'APROBADO',889.0,b'Cliente Con Experiencia',0.0,0.0,64.0,18.0,1.0,0.0,22.0,2.0,24.0,0.0,1321000.0,100.0,0.0,0.0,45804000.0
b'APROBADO',707.0,b'Cliente Sin Experiencia',0.0,2.0,64.0,8.0,2.0,0.0,5.0,12.0,96.0,0.0,342000.0,100.0,0.0,0.0,1316000.0
b'APROBADO',918.0,b'Cliente Con Experiencia',0.0,1.0,128.0,15.0,2.0,0.0,-999.0,13.0,25.0,0.0,27000.0,100.0,4900000.0,0.0,980000.0
b'APROBADO',731.0,b'Cliente Sin Experiencia',0.0,5.0,105.0,-999.0,-999.0,0.0,-999.0,-999.0,5.0,0.0,133000.0,100.0,0.0,267000.0,0.0
b'APROBADO',643.0,b'Cliente Con Experiencia',1.0,5.0,96.0,81.0,8.0,0.0,35.0,11.0,88.0,0.0,1628000.0,100.0,3631000.0,0.0,36128000.0
b'APROBADO',862.0,b'Cliente Sin Experiencia',0.0,1.0,112.0,-999.0,-999.0,0.0,-999.0,43.0,82.0,0.0,132000.0,100.0,0.0,362000.0,0.0
b'APROBADO',885.0,b'Cliente Con Experiencia',0.0,8.0,118.0,43.0,1.0,0.0,38.0,2.0,101.0,0.0,139000.0,100.0,7500000.0,0.0,6592800.0
b'APROBADO',749.0,b'Cliente Sin Experiencia',0.0,1.0,70.0,-999.0,1.0,0.0,-999.0,-999.0,11.0,0.0,344000.0,100.0,0.0,646000.0,64000.0
b'APROBADO',762.0,b'Cliente Con Experiencia',0.0,2.0,114.0,15.0,1.0,0.0,-999.0,43.0,94.0,0.0,254000.0,100.0,0.0,9957000.0,0.0
b'APROBADO',701.0,b'Cliente Sin Experiencia',0.0,1.0,24.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,,100.0,0.0,0.0,-999.0
b'APROBADO',808.0,b'Cliente Con Experiencia',0.0,2.0,75.0,-999.0,-999.0,0.0,26.0,11.0,37.0,0.0,553000.0,100.0,0.0,2123000.0,0.0
b'APROBADO',840.0,b'Cliente Con Experiencia',0.0,3.0,110.0,17.0,1.0,0.0,-999.0,22.0,53.0,0.0,614000.0,100.0,0.0,0.0,0.0
b'APROBADO',666.0,b'Cliente Con Experiencia',0.0,6.0,98.0,66.0,4.0,-999.0,-999.0,83.0,66.0,-999.0,1904000.0,100.0,3350000.0,-999.0,4279200.0
b'APROBADO',671.0,b'Cliente Con Experiencia',0.0,10.0,72.0,42.0,6.0,0.0,23.0,2.0,88.0,0.0,1756000.0,100.0,1300000.0,184000.0,16569000.0
b'APROBADO',730.0,b'Cliente Sin Experiencia',0.0,9.0,71.0,-999.0,-999.0,0.0,-999.0,-999.0,9.0,0.0,597000.0,100.0,0.0,1373000.0,0.0
b'APROBADO',725.0,b'Cliente Con Experiencia',0.0,2.0,91.0,17.0,2.0,0.0,-999.0,17.0,96.0,0.0,1555000.0,100.0,0.0,24947000.0,49634000.0
b'APROBADO',771.0,b'Cliente Con Experiencia',0.0,10.0,19.0,2.0,2.0,0.0,18.0,1.0,90.0,0.0,789000.0,100.0,1600000.0,524000.0,2754200.0
b'APROBADO',735.0,b'Cliente Con Experiencia',1.0,0.0,69.0,49.0,2.0,0.0,-999.0,17.0,52.0,0.0,1459000.0,100.0,669000.0,46000.0,21903200.0
b'APROBADO',712.0,b'Cliente Con Experiencia',0.0,3.0,93.0,22.0,4.0,0.0,16.0,3.0,68.0,0.0,964000.0,100.0,950000.0,38000.0,1037600.0
b'APROBADO',666.0,b'Cliente Con Experiencia',0.0,6.0,89.0,62.0,4.0,0.0,-999.0,-999.0,75.0,0.0,1296000.0,100.0,2495000.0,0.0,17101800.0
b'APROBADO',739.0,b'Cliente Sin Experiencia',0.0,5.0,81.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,,100.0,0.0,0.0,-999.0
b'APROBADO',776.0,b'Cliente Con Experiencia',0.0,0.0,88.0,35.0,2.0,0.0,11.0,5.0,35.0,0.0,259000.0,100.0,3000000.0,0.0,1967200.0
b'APROBADO',712.0,b'Cliente Sin Experiencia',1.0,15.0,88.0,3.0,1.0,0.0,-999.0,-999.0,3.0,0.0,0.0,100.0,100000.0,0.0,20000.0
b'APROBADO',745.0,b'Cliente Sin Experiencia',0.0,3.0,69.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,86000.0,100.0,0.0,94000.0,-999.0
b'APROBADO',716.0,b'Cliente Con Experiencia',0.0,3.0,42.0,13.0,3.0,0.0,22.0,10.0,36.0,0.0,340000.0,100.0,0.0,590000.0,4048000.0
b'APROBADO',703.0,b'Cliente Con Experiencia',0.0,3.0,68.0,31.0,3.0,0.0,-999.0,-999.0,4.0,0.0,233000.0,100.0,0.0,102000.0,1438000.0
b'APROBADO',725.0,b'Cliente Sin Experiencia',0.0,5.0,54.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,28000.0,100.0,0.0,0.0,-999.0
b'APROBADO',689.0,b'Cliente Sin Experiencia',0.0,1.0,104.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,,100.0,0.0,0.0,-999.0
b'APROBADO',771.0,b'Cliente Con Experiencia',1.0,8.0,33.0,44.0,2.0,0.0,-999.0,-999.0,44.0,0.0,310000.0,100.0,1535000.0,0.0,2566000.0
b'APROBADO',735.0,b'Cliente Con Experiencia',0.0,1.0,11.0,16.0,1.0,0.0,-999.0,-999.0,-999.0,0.0,113000.0,100.0,0.0,0.0,-999.0
b'APROBADO',671.0,b'Cliente Con Experiencia',1.0,6.0,64.0,28.0,5.0,0.0,-999.0,-999.0,15.0,0.0,619000.0,100.0,3456000.0,0.0,7816400.0
b'APROBADO',513.0,b'Cliente Sin Experiencia',0.0,4.0,10.0,-999.0,1.0,0.0,-999.0,-999.0,1.0,0.0,373000.0,100.0,0.0,232000.0,1000000.0
b'APROBADO',757.0,b'Cliente Con Experiencia',0.0,3.0,74.0,19.0,1.0,0.0,-999.0,-999.0,-999.0,0.0,268000.0,100.0,0.0,0.0,-999.0
b'APROBADO',735.0,b'Cliente Con Experiencia',0.0,4.0,55.0,12.0,3.0,0.0,-999.0,-999.0,1.0,0.0,641000.0,100.0,0.0,0.0,19000000.0
b'APROBADO',785.0,b'Cliente Con Experiencia',0.0,1.0,125.0,90.0,3.0,0.0,86.0,5.0,143.0,0.0,19668000.0,100.0,1900000.0,310000.0,22829000.0
b'APROBADO',0.0,b'Cliente Sin Experiencia',0.0,0.0,11.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,,100.0,0.0,-999.0,-999.0
b'APROBADO',561.0,b'Cliente Sin Experiencia',1.0,10.0,32.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,117000.0,100.0,0.0,387000.0,-999.0
b'APROBADO',648.0,b'Cliente Con Experiencia',0.0,3.0,169.0,69.0,5.0,0.0,-999.0,86.0,69.0,0.0,2001000.0,100.0,1809000.0,1356000.0,44004600.0
b'APROBADO',602.0,b'Cliente Con Experiencia',1.0,2.0,8.0,12.0,1.0,-999.0,-999.0,-999.0,12.0,-999.0,18000.0,100.0,380000.0,-999.0,379200.0
b'APROBADO',639.0,b'Cliente Sin Experiencia',0.0,6.0,180.0,5.0,1.0,0.0,-999.0,-999.0,-999.0,0.0,259000.0,100.0,0.0,0.0,-999.0
b'APROBADO',677.0,b'Cliente Sin Experiencia',1.0,0.0,34.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,,100.0,0.0,0.0,-999.0
b'APROBADO',695.0,b'Cliente Sin Experiencia',0.0,1.0,160.0,-999.0,1.0,0.0,-999.0,-999.0,1.0,0.0,189000.0,100.0,0.0,0.0,0.0
b'APROBADO',665.0,b'Cliente Con Experiencia',0.0,9.0,125.0,27.0,1.0,6.0,-999.0,42.0,86.0,0.0,0.0,100.0,100000.0,39000.0,20000.0
b'APROBADO',666.0,b'Cliente Con Experiencia',0.0,3.0,113.0,79.0,2.0,0.0,-999.0,21.0,107.0,0.0,494000.0,100.0,2200000.0,128000.0,3928800.0
b'APROBADO',707.0,b'Cliente Sin Experiencia',0.0,0.0,36.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,504000.0,100.0,0.0,504000.0,-999.0
b'APROBADO',658.0,b'Cliente Con Experiencia',0.0,1.0,98.0,28.0,2.0,0.0,-999.0,26.0,60.0,0.0,452000.0,100.0,3600000.0,0.0,7140800.0
b'APROBADO',616.0,b'Cliente Sin Experiencia',1.0,1.0,88.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,100.0,0.0,40000.0,-999.0
b'APROBADO',753.0,b'Cliente Con Experiencia',0.0,5.0,153.0,-999.0,-999.0,0.0,71.0,4.0,75.0,0.0,0.0,100.0,0.0,0.0,0.0
b'APROBADO',620.0,b'Cliente Sin Experiencia',0.0,5.0,80.0,7.0,1.0,0.0,-999.0,13.0,81.0,0.0,306000.0,100.0,2000000.0,199000.0,1846400.0
b'APROBADO',706.0,b'Cliente Con Experiencia',0.0,3.0,30.0,17.0,1.0,0.0,-999.0,-999.0,-999.0,0.0,240000.0,100.0,0.0,141000.0,-999.0
b'APROBADO',680.0,b'Cliente Con Experiencia',0.0,2.0,111.0,-999.0,-999.0,2.0,54.0,4.0,90.0,4.0,47000.0,100.0,0.0,437000.0,0.0
b'APROBADO',875.0,b'Cliente Sin Experiencia',0.0,1.0,23.0,-999.0,-999.0,0.0,6.0,4.0,10.0,0.0,30000.0,100.0,0.0,0.0,0.0
b'APROBADO',671.0,b'Cliente Con Experiencia',0.0,1.0,183.0,21.0,2.0,0.0,-999.0,-999.0,56.0,0.0,666000.0,100.0,0.0,708000.0,4488000.0
b'APROBADO',651.0,b'Cliente Con Experiencia',1.0,10.0,51.0,-999.0,-999.0,0.0,30.0,12.0,42.0,0.0,200000.0,100.0,0.0,239000.0,0.0
b'APROBADO',789.0,b'Cliente Con Experiencia',1.0,7.0,139.0,17.0,3.0,0.0,16.0,5.0,21.0,0.0,1122000.0,100.0,1500000.0,2627000.0,34097000.0
b'APROBADO',867.0,b'Cliente Con Experiencia',0.0,2.0,147.0,76.0,2.0,0.0,28.0,10.0,76.0,0.0,355000.0,100.0,0.0,433000.0,1509000.0
b'APROBADO',689.0,b'Cliente Con Experiencia',0.0,2.0,159.0,57.0,8.0,0.0,58.0,1.0,102.0,0.0,2672000.0,100.0,7351000.0,486000.0,44028600.0
b'APROBADO',698.0,b'Cliente Sin Experiencia',1.0,10.0,70.0,-999.0,-999.0,0.0,-999.0,26.0,68.0,0.0,796000.0,100.0,0.0,22832000.0,0.0
b'APROBADO',629.0,b'Cliente Con Experiencia',0.0,1.0,91.0,16.0,2.0,0.0,-999.0,29.0,90.0,0.0,0.0,100.0,0.0,42000.0,0.0
b'APROBADO',812.0,b'Cliente Con Experiencia',0.0,3.0,99.0,-999.0,-999.0,0.0,30.0,6.0,151.0,0.0,256000.0,100.0,0.0,6527000.0,0.0
b'APROBADO',759.0,b'Cliente Sin Experiencia',0.0,5.0,98.0,-999.0,-999.0,0.0,-999.0,40.0,130.0,0.0,0.0,100.0,0.0,0.0,0.0
b'APROBADO',783.0,b'Cliente Con Experiencia',0.0,4.0,121.0,24.0,1.0,0.0,-999.0,37.0,107.0,0.0,387000.0,100.0,200000.0,0.0,200000.0
b'APROBADO',783.0,b'Cliente Sin Experiencia',0.0,1.0,101.0,-999.0,-999.0,0.0,-999.0,43.0,91.0,0.0,0.0,100.0,0.0,0.0,0.0
b'APROBADO',583.0,b'Cliente Con Experiencia',0.0,4.0,84.0,-999.0,-999.0,0.0,59.0,2.0,61.0,0.0,100000.0,100.0,0.0,2050000.0,0.0
b'APROBADO',725.0,b'Cliente Con Experiencia',0.0,1.0,48.0,35.0,1.0,0.0,-999.0,-999.0,35.0,0.0,298000.0,100.0,0.0,0.0,3728000.0
b'APROBADO',607.0,b'Cliente Sin Experiencia',0.0,0.0,91.0,4.0,2.0,0.0,-999.0,15.0,67.0,0.0,3018000.0,100.0,0.0,60000.0,14304000.0
b'APROBADO',691.0,b'Cliente Con Experiencia',0.0,6.0,53.0,56.0,2.0,6.0,-999.0,16.0,56.0,0.0,731000.0,100.0,953000.0,21859000.0,786000.0
b'APROBADO',703.0,b'Cliente Sin Experiencia',0.0,5.0,39.0,-999.0,-999.0,0.0,-999.0,13.0,18.0,0.0,65000.0,100.0,0.0,262000.0,0.0
b'APROBADO',693.0,b'Cliente Con Experiencia',0.0,5.0,84.0,64.0,2.0,0.0,29.0,1.0,64.0,0.0,659000.0,100.0,1100000.0,0.0,931200.0
b'APROBADO',725.0,b'Cliente Con Experiencia',0.0,3.0,77.0,24.0,2.0,0.0,-999.0,68.0,70.0,0.0,1760000.0,100.0,0.0,1812000.0,0.0
b'APROBADO',611.0,b'Cliente Con Experiencia',0.0,2.0,80.0,17.0,2.0,0.0,-999.0,75.0,78.0,0.0,718000.0,100.0,2240000.0,3080000.0,2198400.0
b'APROBADO',858.0,b'Cliente Con Experiencia',1.0,4.0,94.0,83.0,2.0,0.0,23.0,2.0,94.0,0.0,628000.0,100.0,6250000.0,0.0,1706000.0
b'APROBADO',677.0,b'Cliente Sin Experiencia',1.0,2.0,64.0,-999.0,-999.0,-999.0,-999.0,22.0,49.0,-999.0,0.0,100.0,0.0,-999.0,0.0
b'APROBADO',771.0,b'Cliente Sin Experiencia',0.0,1.0,1.0,-999.0,1.0,0.0,-999.0,-999.0,37.0,0.0,305000.0,100.0,0.0,384000.0,286000.0
b'APROBADO',689.0,b'Cliente Con Experiencia',1.0,4.0,160.0,16.0,1.0,0.0,-999.0,-999.0,16.0,0.0,123000.0,100.0,720000.0,596000.0,514400.0
b'APROBADO',481.0,b'Cliente Con Experiencia',0.0,8.0,108.0,63.0,4.0,0.0,19.0,5.0,89.0,0.0,2194000.0,100.0,3950000.0,243000.0,21570200.0
b'APROBADO',759.0,b'Cliente Con Experiencia',0.0,3.0,50.0,44.0,2.0,0.0,-999.0,-999.0,71.0,0.0,165000.0,100.0,0.0,0.0,0.0
b'APROBADO',693.0,b'Cliente Con Experiencia',0.0,3.0,35.0,13.0,1.0,0.0,-999.0,-999.0,13.0,0.0,356000.0,100.0,850000.0,171000.0,519600.0
b'APROBADO',716.0,b'Cliente Con Experiencia',0.0,7.0,135.0,61.0,6.0,0.0,18.0,9.0,118.0,0.0,1587000.0,100.0,2272000.0,3443000.0,11092800.0
b'APROBADO',689.0,b'Cliente Con Experiencia',0.0,1.0,86.0,19.0,2.0,0.0,-999.0,-999.0,19.0,0.0,420000.0,100.0,2800000.0,0.0,7281000.0
b'APROBADO',748.0,b'Cliente Sin Experiencia',0.0,2.0,52.0,-999.0,1.0,0.0,-999.0,-999.0,17.0,0.0,1055000.0,100.0,0.0,467000.0,34941000.0
b'APROBADO',769.0,b'Cliente Con Experiencia',0.0,1.0,59.0,56.0,3.0,0.0,-999.0,-999.0,56.0,0.0,820000.0,100.0,365000.0,457000.0,9510000.0
b'APROBADO',666.0,b'Cliente Con Experiencia',0.0,2.0,188.0,28.0,2.0,0.0,14.0,3.0,80.0,0.0,1141000.0,100.0,1600000.0,15426000.0,3121200.0
b'APROBADO',735.0,b'Cliente Con Experiencia',1.0,3.0,119.0,22.0,2.0,-999.0,1.0,7.0,94.0,-999.0,247000.0,100.0,0.0,-999.0,0.0
b'APROBADO',749.0,b'Cliente Sin Experiencia',0.0,2.0,55.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,463000.0,100.0,0.0,10071000.0,-999.0
b'APROBADO',648.0,b'Cliente Sin Experiencia',0.0,7.0,110.0,10.0,2.0,0.0,-999.0,-999.0,10.0,0.0,300000.0,100.0,2000000.0,1270000.0,482400.0
b'APROBADO',661.0,b'Cliente Con Experiencia',0.0,3.0,15.0,47.0,2.0,0.0,-999.0,-999.0,16.0,0.0,1200000.0,100.0,0.0,3141000.0,467000.0
b'APROBADO',701.0,b'Cliente Con Experiencia',0.0,2.0,82.0,14.0,1.0,0.0,-999.0,14.0,-999.0,0.0,409000.0,100.0,0.0,628000.0,-999.0
b'APROBADO',783.0,b'Cliente Sin Experiencia',0.0,4.0,121.0,2.0,1.0,0.0,-999.0,-999.0,-999.0,0.0,276000.0,100.0,0.0,42000.0,-999.0
b'APROBADO',780.0,b'Cliente Con Experiencia',0.0,4.0,119.0,4.0,1.0,0.0,64.0,10.0,112.0,0.0,336000.0,100.0,0.0,934000.0,0.0
b'APROBADO',660.0,b'Cliente Con Experiencia',0.0,4.0,100.0,25.0,2.0,1.0,-999.0,-999.0,25.0,4.0,985000.0,100.0,0.0,1092000.0,-999.0
b'APROBADO',643.0,b'Cliente Con Experiencia',0.0,3.0,45.0,20.0,1.0,0.0,-999.0,13.0,-999.0,0.0,261000.0,100.0,0.0,16000.0,-999.0
b'APROBADO',748.0,b'Cliente Sin Experiencia',0.0,3.0,27.0,6.0,1.0,0.0,11.0,6.0,17.0,0.0,523000.0,100.0,0.0,0.0,16721000.0
b'APROBADO',695.0,b'Cliente Sin Experiencia',0.0,1.0,77.0,-999.0,1.0,0.0,-999.0,-999.0,11.0,0.0,216000.0,100.0,0.0,0.0,5578000.0
b'APROBADO',643.0,b'Cliente Con Experiencia',1.0,5.0,54.0,16.0,2.0,0.0,-999.0,-999.0,16.0,0.0,153000.0,100.0,2300000.0,0.0,3801200.0
b'APROBADO',762.0,b'Cliente Con Experiencia',0.0,3.0,63.0,21.0,2.0,0.0,-999.0,-999.0,21.0,0.0,832000.0,100.0,6620000.0,0.0,31881200.0
b'APROBADO',712.0,b'Cliente Con Experiencia',0.0,1.0,57.0,29.0,2.0,0.0,-999.0,-999.0,29.0,0.0,781000.0,100.0,0.0,489000.0,-999.0
b'APROBADO',835.0,b'Cliente Con Experiencia',1.0,1.0,161.0,52.0,4.0,0.0,13.0,10.0,68.0,0.0,1484000.0,100.0,1010000.0,0.0,404000.0
b'APROBADO',475.0,b'Cliente Con Experiencia',1.0,4.0,213.0,107.0,1.0,777.0,-999.0,-999.0,107.0,0.0,402000.0,75.0,0.0,1349000.0,-999.0
b'APROBADO',794.0,b'Cliente Sin Experiencia',0.0,0.0,84.0,-999.0,-999.0,0.0,-999.0,37.0,39.0,0.0,0.0,100.0,0.0,439000.0,0.0
b'APROBADO',771.0,b'Cliente Sin Experiencia',0.0,3.0,220.0,5.0,1.0,0.0,-999.0,89.0,113.0,0.0,464000.0,100.0,0.0,0.0,0.0
b'APROBADO',735.0,b'Cliente Con Experiencia',0.0,3.0,173.0,98.0,4.0,0.0,35.0,4.0,98.0,0.0,1342000.0,100.0,3940000.0,0.0,11872200.0
b'APROBADO',744.0,b'Cliente Con Experiencia',0.0,3.0,167.0,76.0,5.0,0.0,-999.0,47.0,87.0,0.0,948000.0,100.0,2223000.0,2447000.0,4607600.0
b'APROBADO',817.0,b'Cliente Sin Experiencia',0.0,1.0,127.0,6.0,1.0,0.0,-999.0,-999.0,-999.0,0.0,1894000.0,100.0,0.0,0.0,-999.0
b'APROBADO',870.0,b'Cliente Con Experiencia',0.0,2.0,68.0,15.0,1.0,-999.0,-999.0,-999.0,15.0,-999.0,0.0,100.0,1000000.0,-999.0,200000.0
b'APROBADO',860.0,b'Cliente Con Experiencia',0.0,1.0,95.0,11.0,1.0,0.0,13.0,10.0,95.0,0.0,476000.0,100.0,0.0,69000.0,0.0
b'APROBADO',698.0,b'Cliente Con Experiencia',0.0,3.0,82.0,75.0,7.0,0.0,41.0,1.0,107.0,0.0,4188000.0,100.0,11100000.0,435000.0,90278600.0
b'APROBADO',862.0,b'Cliente Con Experiencia',0.0,7.0,97.0,92.0,1.0,0.0,87.0,2.0,160.0,0.0,627000.0,100.0,0.0,214000.0,0.0
b'APROBADO',524.0,b'Cliente Sin Experiencia',1.0,3.0,120.0,9.0,1.0,3.0,6.0,9.0,95.0,4.0,682000.0,70.0,0.0,1781000.0,0.0
b'APROBADO',754.0,b'Cliente Con Experiencia',0.0,1.0,105.0,-999.0,-999.0,0.0,30.0,7.0,82.0,0.0,37000.0,100.0,0.0,0.0,0.0
b'APROBADO',753.0,b'Cliente Sin Experiencia',0.0,1.0,120.0,-999.0,-999.0,0.0,-999.0,22.0,48.0,0.0,704000.0,100.0,0.0,7204000.0,0.0
b'APROBADO',622.0,b'Cliente Sin Experiencia',1.0,1.0,125.0,-999.0,1.0,0.0,-999.0,-999.0,5.0,0.0,188000.0,100.0,0.0,169000.0,958000.0
b'APROBADO',812.0,b'Cliente Con Experiencia',0.0,7.0,139.0,65.0,3.0,0.0,65.0,4.0,108.0,0.0,2064000.0,100.0,1000000.0,1014000.0,14301600.0
b'APROBADO',698.0,b'Cliente Con Experiencia',0.0,1.0,42.0,68.0,3.0,0.0,-999.0,24.0,68.0,0.0,655000.0,100.0,1550000.0,10582000.0,2860800.0
b'APROBADO',789.0,b'Cliente Sin Experiencia',0.0,7.0,114.0,8.0,1.0,0.0,3.0,6.0,9.0,0.0,44000.0,100.0,1100000.0,0.0,446400.0
b'APROBADO',677.0,b'Cliente Sin Experiencia',0.0,1.0,87.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,,100.0,0.0,0.0,-999.0
b'APROBADO',719.0,b'Cliente Sin Experiencia',0.0,1.0,121.0,-999.0,-999.0,0.0,-999.0,-999.0,12.0,0.0,,100.0,0.0,0.0,0.0
b'APROBADO',812.0,b'Cliente Sin Experiencia',0.0,1.0,98.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,129000.0,100.0,0.0,1244000.0,-999.0
b'APROBADO',652.0,b'Cliente Con Experiencia',0.0,2.0,105.0,67.0,3.0,0.0,-999.0,33.0,73.0,0.0,1487000.0,100.0,1600000.0,0.0,48450800.0
b'APROBADO',614.0,b'Cliente Sin Experiencia',1.0,13.0,52.0,-999.0,-999.0,6.0,-999.0,-999.0,-999.0,0.0,1075000.0,100.0,0.0,3196000.0,-999.0
b'APROBADO',812.0,b'Cliente Con Experiencia',0.0,6.0,55.0,-999.0,-999.0,0.0,34.0,7.0,41.0,0.0,289000.0,100.0,0.0,7238000.0,0.0
b'APROBADO',696.0,b'Cliente Con Experiencia',1.0,1.0,115.0,15.0,1.0,1.0,-999.0,15.0,42.0,1.0,95000.0,67.0,1600000.0,83000.0,921600.0
b'APROBADO',716.0,b'Cliente Con Experiencia',0.0,1.0,71.0,23.0,3.0,-999.0,-999.0,-999.0,23.0,-999.0,316000.0,100.0,500000.0,-999.0,133600.0
b'APROBADO',634.0,b'Cliente Con Experiencia',0.0,2.0,51.0,21.0,3.0,0.0,-999.0,51.0,54.0,0.0,553000.0,100.0,1700000.0,44000.0,3252000.0
b'APROBADO',748.0,b'Cliente Con Experiencia',0.0,2.0,70.0,5.0,1.0,0.0,17.0,4.0,33.0,0.0,473000.0,100.0,0.0,0.0,13579000.0
b'APROBADO',698.0,b'Cliente Sin Experiencia',0.0,5.0,53.0,11.0,4.0,0.0,-999.0,-999.0,11.0,0.0,1420000.0,100.0,2900000.0,67000.0,14586200.0
b'APROBADO',671.0,b'Cliente Sin Experiencia',0.0,13.0,42.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,202000.0,100.0,0.0,952000.0,-999.0
b'APROBADO',703.0,b'Cliente Con Experiencia',0.0,1.0,99.0,19.0,3.0,0.0,31.0,9.0,52.0,0.0,398000.0,100.0,1000000.0,0.0,849600.0
b'APROBADO',648.0,b'Cliente Con Experiencia',1.0,9.0,69.0,16.0,2.0,0.0,15.0,2.0,18.0,0.0,1389000.0,100.0,1400000.0,710000.0,9258000.0
b'APROBADO',636.0,b'Cliente Sin Experiencia',1.0,1.0,25.0,9.0,1.0,1.0,-999.0,113.0,115.0,2.0,621000.0,80.0,0.0,208000.0,0.0
b'APROBADO',689.0,b'Cliente Sin Experiencia',0.0,3.0,16.0,-999.0,-999.0,0.0,-999.0,-999.0,18.0,0.0,1601000.0,100.0,0.0,0.0,0.0
b'APROBADO',735.0,b'Cliente Con Experiencia',0.0,1.0,95.0,28.0,1.0,0.0,-999.0,-999.0,52.0,0.0,1095000.0,100.0,0.0,79000.0,17111000.0
b'APROBADO',844.0,b'Cliente Con Experiencia',0.0,1.0,96.0,16.0,4.0,0.0,94.0,2.0,154.0,0.0,1769000.0,100.0,0.0,0.0,18311000.0
b'APROBADO',629.0,b'Cliente Sin Experiencia',0.0,1.0,81.0,-999.0,1.0,0.0,-999.0,-999.0,44.0,0.0,88000.0,100.0,0.0,0.0,79000.0
b'APROBADO',780.0,b'Cliente Con Experiencia',1.0,3.0,45.0,24.0,3.0,-999.0,3.0,1.0,24.0,-999.0,165000.0,100.0,2852000.0,-999.0,7678200.0
b'APROBADO',611.0,b'Cliente Sin Experiencia',0.0,2.0,63.0,3.0,1.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,100.0,0.0,0.0,-999.0
b'APROBADO',661.0,b'Cliente Sin Experiencia',1.0,3.0,47.0,-999.0,2.0,0.0,-999.0,-999.0,32.0,0.0,887000.0,100.0,0.0,0.0,4591000.0
